Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,428132
Comoros,COM,Rural population,SP.RUR.TOTL,595328
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Congo, Dem. Rep.",COD,"Population ages 80 and above, male",SP.POP.80UP.MA,142916
"Congo, Dem. Rep.",COD,"Population ages 80 and above, female",SP.POP.80UP.FE,216275
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,102262808
"Congo, Dem. Rep.",COD,Urban population,SP.URB.TOTL,48517567
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,51530330
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,50732478
"Congo, Dem. Rep.",COD,Rural population,SP.RUR.TOTL,53745241
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Congo, Rep.",COG,"Population ages 80 and above, male",SP.POP.80UP.MA,7719
"Congo, Rep.",COG,"Population ages 80 and above, female",SP.POP.80UP.FE,11465
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,6106869
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,4225221
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,3056928
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,3049941
"Congo, Rep.",COG,Rural population,SP.RUR.TOTL,1881648
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Costa Rica,CRI,"Population ages 80 and above, male",SP.POP.80UP.MA,46680
Costa Rica,CRI,"Population ages 80 and above, female",SP.POP.80UP.FE,66272
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5212173
Costa Rica,CRI,Urban population,SP.URB.TOTL,4306402
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2606939
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2605235
Costa Rica,CRI,Rural population,SP.RUR.TOTL,905771
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Cote d'Ivoire,CIV,"Population ages 80 and above, male",SP.POP.80UP.MA,43177
Cote d'Ivoire,CIV,"Population ages 80 and above, female",SP.POP.80UP.FE,51954
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,28873034
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,15345729
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,14304003
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,14569031
Cote d'Ivoire,CIV,Rural population,SP.RUR.TOTL,13527305
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,75633
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,150504
Croatia,HRV,"Population, total",SP.POP.TOTL,3834139
Croatia,HRV,Urban population,SP.URB.TOTL,2245847
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,1965509
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1868630
Croatia,HRV,Rural population,SP.RUR.TOTL,1588292
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Cuba,CUB,"Population ages 80 and above, male",SP.POP.80UP.MA,181992
Cuba,CUB,"Population ages 80 and above, female",SP.POP.80UP.FE,257732
Cuba,CUB,"Population, total",SP.POP.TOTL,11194449
Cuba,CUB,Urban population,SP.URB.TOTL,8678273
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5642765
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5551684
Cuba,CUB,Rural population,SP.RUR.TOTL,2516176
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Curacao,CUW,"Population ages 80 and above, male",SP.POP.80UP.MA,1194
Curacao,CUW,"Population ages 80 and above, female",SP.POP.80UP.FE,2830
Curacao,CUW,"Population, total",SP.POP.TOTL,150768
Curacao,CUW,Urban population,SP.URB.TOTL,134218
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,78439
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,72329
Curacao,CUW,Rural population,SP.RUR.TOTL,16550
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Cyprus,CYP,"Population ages 80 and above, male",SP.POP.80UP.MA,18588
Cyprus,CYP,"Population ages 80 and above, female",SP.POP.80UP.FE,26777
Cyprus,CYP,"Population, total",SP.POP.TOTL,1260138
Cyprus,CYP,Urban population,SP.URB.TOTL,844129
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,628990
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,631148
Cyprus,CYP,Rural population,SP.RUR.TOTL,416009
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Czechia,CZE,"Population ages 80 and above, male",SP.POP.80UP.MA,162127
Czechia,CZE,"Population ages 80 and above, female",SP.POP.80UP.FE,314741
Czechia,CZE,"Population, total",SP.POP.TOTL,10680324
Czechia,CZE,Urban population,SP.URB.TOTL,7962395
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,5413363
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,5266961
Czechia,CZE,Rural population,SP.RUR.TOTL,2717929
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Denmark,DNK,"Population ages 80 and above, male",SP.POP.80UP.MA,129094
Denmark,DNK,"Population ages 80 and above, female",SP.POP.80UP.FE,185629
Denmark,DNK,"Population, total",SP.POP.TOTL,5928585
Denmark,DNK,Urban population,SP.URB.TOTL,5246501
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2978781
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2949804
Denmark,DNK,Rural population,SP.RUR.TOTL,682084
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Djibouti,DJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2576
Djibouti,DJI,"Population ages 80 and above, female",SP.POP.80UP.FE,3851
Djibouti,DJI,"Population, total",SP.POP.TOTL,1136455
Djibouti,DJI,Urban population,SP.URB.TOTL,892708
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,572630
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,563824
Djibouti,DJI,Rural population,SP.RUR.TOTL,243747
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Dominica,DMA,"Population ages 80 and above, male",SP.POP.80UP.MA,463
Dominica,DMA,"Population ages 80 and above, female",SP.POP.80UP.FE,849
Dominica,DMA,"Population, total",SP.POP.TOTL,73040
Dominica,DMA,Urban population,SP.URB.TOTL,52593
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,36758
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,36282
Dominica,DMA,Rural population,SP.RUR.TOTL,20447
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Dominican Republic,DOM,"Population ages 80 and above, male",SP.POP.80UP.MA,70653
Dominican Republic,DOM,"Population ages 80 and above, female",SP.POP.80UP.FE,103136
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11332972
Dominican Republic,DOM,Urban population,SP.URB.TOTL,9570242
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5649550
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5683423
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,1762730
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Early-demographic dividend,EAR,"Population ages 80 and above, male",SP.POP.80UP.MA,13688514
Early-demographic dividend,EAR,"Population ages 80 and above, female",SP.POP.80UP.FE,20598887
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3485971283
Early-demographic dividend,EAR,Urban population,SP.URB.TOTL,1643031134
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1717669847
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1768301436
Early-demographic dividend,EAR,Rural population,SP.RUR.TOTL,1842940149
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
East Asia & Pacific,EAS,"Population ages 80 and above, male",SP.POP.80UP.MA,23904060
East Asia & Pacific,EAS,"Population ages 80 and above, female",SP.POP.80UP.FE,39157977
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2380459880
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1499045906
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1177814649
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1202645230
East Asia & Pacific,EAS,Rural population,SP.RUR.TOTL,881413974
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, male",SP.POP.80UP.MA,16919905
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, female",SP.POP.80UP.FE,27516028
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2134838443
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1282000042
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1052788950
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1082049491
East Asia & Pacific (excluding high income),EAP,Rural population,SP.RUR.TOTL,852838401
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, male",SP.POP.80UP.MA,16722955
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, female",SP.POP.80UP.FE,27044364
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2108690402
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1265478398
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1039595127
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1069095272
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population,SP.RUR.TOTL,843212004
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,114509
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,173741
Ecuador,ECU,"Population, total",SP.POP.TOTL,18190484
Ecuador,ECU,Urban population,SP.URB.TOTL,11785978
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,9111966
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,9078518
Ecuador,ECU,Rural population,SP.RUR.TOTL,6404506
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,201239
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,411644
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,112716598
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,48580854
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,55728922
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,56987677
"Egypt, Arab Rep.",EGY,Rural population,SP.RUR.TOTL,64135744
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,41949
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,71161
El Salvador,SLV,"Population, total",SP.POP.TOTL,6364943
El Salvador,SLV,Urban population,SP.URB.TOTL,4798721
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3335102
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,3029841
El Salvador,SLV,Rural population,SP.RUR.TOTL,1566222
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,2606
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,3850
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1714671
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,1276538
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,810713
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,903958
Equatorial Guinea,GNQ,Rural population,SP.RUR.TOTL,438133
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8731
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,13343
Eritrea,ERI,"Population, total",SP.POP.TOTL,3748901
Eritrea,ERI,Urban population,SP.URB.TOTL,1622037
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1898379
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1850523
Eritrea,ERI,Rural population,SP.RUR.TOTL,2126864
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,21867
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,60900
Estonia,EST,"Population, total",SP.POP.TOTL,1344839
Estonia,EST,Urban population,SP.URB.TOTL,938832
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,705676
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,639163
Estonia,EST,Rural population,SP.RUR.TOTL,406007
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2080
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,3588
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1210822
Eswatini,SWZ,Urban population,SP.URB.TOTL,300163
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,610772
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,600049
Eswatini,SWZ,Rural population,SP.RUR.TOTL,910659
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,204380
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,295787
Ethiopia,ETH,"Population, total",SP.POP.TOTL,126527060
Ethiopia,ETH,Urban population,SP.URB.TOTL,29299871
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,62981355
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,63545705
Ethiopia,ETH,Rural population,SP.RUR.TOTL,97227189
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8763027
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14268786
Euro area,EMU,"Population, total",SP.POP.TOTL,344171314
Euro area,EMU,Urban population,SP.URB.TOTL,269094779
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,175828337
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,168342975
Euro area,EMU,Rural population,SP.RUR.TOTL,75076535
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14743207
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27343693
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,921123295
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,673850872
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,474004448
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,447118848
Europe & Central Asia,ECS,Rural population,SP.RUR.TOTL,245506319
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,2732874
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,7704376
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,400011439
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,273022621
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,208188388
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,191823051
Europe & Central Asia (excluding high income),ECA,Rural population,SP.RUR.TOTL,125222714
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3513557
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,9371624
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,458445812
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,307109713
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238308378
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,220137434
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population,SP.RUR.TOTL,149569995
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10325276
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17293501
European Union,EUU,"Population, total",SP.POP.TOTL,445602445
European Union,EUU,Urban population,SP.URB.TOTL,337536921
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,227768829
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,217833613
European Union,EUU,Rural population,SP.RUR.TOTL,108065524
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1022
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1347
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,53270
Faroe Islands,FRO,Urban population,SP.URB.TOTL,22899
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,25700
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,27570
Faroe Islands,FRO,Rural population,SP.RUR.TOTL,30371
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2222
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4270
Fiji,FJI,"Population, total",SP.POP.TOTL,936375
Fiji,FJI,Urban population,SP.URB.TOTL,549774
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,466885
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,469490
Fiji,FJI,Rural population,SP.RUR.TOTL,386601
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,125496
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,209602
Finland,FIN,"Population, total",SP.POP.TOTL,5558637
Finland,FIN,Urban population,SP.URB.TOTL,4767810
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2811355
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2747281
Finland,FIN,Rural population,SP.RUR.TOTL,790827
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2067654
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3947294
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1045121612
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,467789901
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,523597656
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,521523953
Fragile and conflict affected situations,FCS,Rural population,SP.RUR.TOTL,575565607
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1585113
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2718491
France,FRA,"Population, total",SP.POP.TOTL,68095424
France,FRA,Urban population,SP.URB.TOTL,55686395
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35203665
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32891759
France,FRA,Rural population,SP.RUR.TOTL,12409029
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2663
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,3540
French Polynesia,PYF,"Population, total",SP.POP.TOTL,308872
French Polynesia,PYF,Urban population,SP.URB.TOTL,192390
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,152831
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,156041
French Polynesia,PYF,Rural population,SP.RUR.TOTL,116482
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6426
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,8046
Gabon,GAB,"Population, total",SP.POP.TOTL,2436566
Gabon,GAB,Urban population,SP.URB.TOTL,2217982
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1197990
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1238576
Gabon,GAB,Rural population,SP.RUR.TOTL,218584
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4024
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5339
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2773168
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1787917
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1393072
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1380095
"Gambia, The",GMB,Rural population,SP.RUR.TOTL,985251
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,28378
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,88305
Georgia,GEO,"Population, total",SP.POP.TOTL,3698729
Georgia,GEO,Urban population,SP.URB.TOTL,2246127
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1960490
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1738239
Georgia,GEO,Rural population,SP.RUR.TOTL,1452602
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2450178
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3873599
Germany,DEU,"Population, total",SP.POP.TOTL,83699288
Germany,DEU,Urban population,SP.URB.TOTL,65088751
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42390194
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41309094
Germany,DEU,Rural population,SP.RUR.TOTL,18610537
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,61948
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,91825
Ghana,GHA,"Population, total",SP.POP.TOTL,34121985
Ghana,GHA,Urban population,SP.URB.TOTL,20213181
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,17105458
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,17016528
Ghana,GHA,Rural population,SP.RUR.TOTL,13908804
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,727
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,1090
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32688
Gibraltar,GIB,Urban population,SP.URB.TOTL,32688
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,16355
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,16334
Gibraltar,GIB,Rural population,SP.RUR.TOTL,0
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,315973
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,397730
Greece,GRC,"Population, total",SP.POP.TOTL,10384471
Greece,GRC,Urban population,SP.URB.TOTL,8377464
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5309220
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5075251
Greece,GRC,Rural population,SP.RUR.TOTL,2007007
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,..
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,..
Greenland,GRL,"Population, total",SP.POP.TOTL,..
Greenland,GRL,Urban population,SP.URB.TOTL,..
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,..
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,..
Greenland,GRL,Rural population,SP.RUR.TOTL,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1104
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,1953
Grenada,GRD,"Population, total",SP.POP.TOTL,126183
Grenada,GRD,Urban population,SP.URB.TOTL,46762
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,63142
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,63041
Grenada,GRD,Rural population,SP.RUR.TOTL,79421
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1664
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,2664
Guam,GUM,"Population, total",SP.POP.TOTL,172952
Guam,GUM,Urban population,SP.URB.TOTL,164592
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,85960
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,86992
Guam,GUM,Rural population,SP.RUR.TOTL,8360
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,71231
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,99260
Guatemala,GTM,"Population, total",SP.POP.TOTL,17601416
